SK_ID_CURR,TARGET
100001,0
100005,0
100013,1
100028,0
100038,0
100042,0
100057,0
100065,0
100066,1
100067,0
100074,0
100090,0
100091,0
100092,0
100106,0
100107,0
100109,0
100117,0
100128,1
100141,0
100150,0
100168,0
100169,0
100170,1
100171,0
100172,0
100184,0
100187,0
100212,0
100222,0
100223,1
100232,1
100241,1
100245,0
100253,0
100256,1
100271,0
100278,0
100280,1
100306,0
100311,0
100312,0
100330,1
100331,1
100352,0
100358,1
100367,0
100382,1
100384,0
100385,0
100386,0
100399,0
100404,0
100416,0
100422,0
100426,0
100438,0
100444,0
100445,0
100446,1
100447,0
100450,0
100466,0
100483,0
100484,0
100494,0
100510,0
100512,0
100517,0
100548,0
100551,1
100552,0
100553,0
100561,0
100568,1
100569,1
100591,1
100592,0
100602,0
100607,0
100613,0
100617,1
100618,1
100622,0
100625,1
100677,0
100699,0
100702,0
100711,0
100729,0
100740,1
100744,1
100745,0
100747,1
100751,0
100752,0
100753,1
100754,0
100760,1
100762,0
100763,1
100765,0
100770,0
100772,1
100777,1
100791,0
100792,0
100797,0
100823,0
100826,0
100830,0
100836,1
100872,0
100910,0
100913,0
100918,1
100931,0
100952,0
100953,0
100965,0
100970,0
100982,1
100983,0
100984,0
100987,1
100997,0
100998,1
101002,0
101005,0
101008,1
101020,1
101021,0
101024,1
101025,1
101026,0
101031,0
101041,0
101051,0
101055,0
101056,1
101057,0
101064,0
101079,0
101087,0
101090,0
101092,1
101097,1
101099,0
101107,1
101118,1
101125,1
101126,0
101128,1
101136,0
101140,0
101149,0
101160,0
101169,1
101181,1
101186,1
101190,0
101193,0
101194,0
101198,0
101200,0
101204,1
101211,0
101213,0
101223,0
101225,1
101237,0
101243,0
101244,0
101258,0
101259,1
101268,0
101269,0
101271,1
101279,0
101281,0
101287,1
101292,0
101294,1
101296,0
101297,0
101299,0
101301,0
101305,0
101308,1
101318,0
101327,1
101329,0
101332,0
101337,1
101343,1
101345,0
101346,0
101353,0
101354,1
101355,0
101356,0
101362,0
101363,0
101365,0
101366,1
101367,1
101368,0
101374,1
101380,0
101383,0
101398,0
101399,0
101401,1
101412,0
101426,0
101427,0
101428,0
101429,0
101434,0
101440,1
101448,1
101449,0
101465,0
101467,0
101472,0
101478,0
101497,1
101504,0
101547,1
101548,1
101555,0
101570,0
101572,0
101578,0
101580,1
101588,1
101602,0
101610,0
101614,0
101616,0
101643,1
101644,0
101649,1
101650,0
101665,0
101667,1
101669,0
101674,0
101675,0
101678,0
101682,0
101686,0
101697,1
101700,0
101711,0
101714,0
101715,1
101728,1
101732,0
101757,0
101758,0
101759,1
101762,1
101764,0
101780,1
101784,1
101789,0
101816,0
101819,0
101827,0
101863,0
101867,1
101870,0
101873,1
101878,0
101879,0
101880,0
101887,0
101897,0
101901,1
101903,0
101920,1
101921,0
101922,0
101961,0
101962,0
101971,0
101976,0
102002,1
102005,0
102007,1
102017,0
102019,1
102029,0
102051,0
102052,0
102054,1
102062,0
102067,0
102068,0
102070,0
102090,0
102092,0
102099,0
102100,0
102112,1
102113,0
102122,0
102123,0
102125,0
102126,1
102146,0
102147,0
102151,0
102158,0
102159,0
102162,1
102165,0
102166,0
102174,0
102193,0
102198,0
102205,0
102206,0
102218,0
102221,0
102230,0
102238,1
102248,0
102252,0
102259,0
102262,0
102273,0
102286,0
102293,0
102294,1
102296,0
102298,0
102303,0
102309,1
102315,0
102340,0
102342,0
102344,0
102346,1
102347,0
102374,0
102380,0
102387,0
102393,1
102403,0
102413,1
102414,0
102415,0
102416,1
102439,0
102441,0
102443,1
102444,0
102445,1
102448,0
102449,0
102450,1
102456,0
102458,0
102459,1
102465,0
102470,1
102471,0
102475,0
102476,1
102506,0
102509,0
102519,0
102522,1
102545,0
102549,0
102562,0
102563,0
102568,0
102582,0
102592,0
102597,1
102605,0
102614,0
102617,0
102634,1
102652,0
102655,0
102671,0
102694,0
102701,1
102703,1
102704,0
102713,0
102720,0
102731,1
102733,0
102749,1
102755,0
102763,0
102770,0
102772,1
102799,1
102838,0
102854,0
102862,0
102863,0
102867,0
102868,0
102878,0
102887,1
102898,0
102904,1
102912,0
102919,0
102927,0
102932,0
102933,0
102935,0
102958,0
102969,0
102971,1
102975,1
102979,0
102982,1
102987,0
102989,0
102995,0
102996,0
103000,0
103001,0
103004,0
103010,0
103025,1
103029,0
103046,1
103056,0
103062,0
103078,0
103083,1
103092,0
103096,1
103097,0
103102,1
103112,0
103132,0
103144,1
103145,0
103146,0
103147,1
103158,0
103171,0
103173,0
103184,1
103195,1
103196,0
103206,0
103230,0
103231,0
103232,1
103239,0
103240,1
103243,1
103252,1
103258,0
103259,1
103279,0
103280,0
103286,0
103287,0
103290,0
103298,0
103315,0
103319,0
103334,0
103336,0
103345,1
103368,0
103371,0
103377,1
103398,0
103404,0
103408,1
103410,1
103418,0
103420,1
103432,0
103433,0
103436,0
103440,1
103453,0
103459,0
103460,0
103461,0
103462,0
103473,0
103474,1
103475,0
103478,1
103480,0
103484,0
103494,0
103513,1
103515,0
103516,0
103525,0
103541,1
103544,0
103562,1
103570,0
103572,0
103574,0
103575,0
103591,1
103594,0
103609,0
103613,0
103614,0
103615,0
103624,0
103625,0
103628,1
103629,0
103647,0
103648,0
